1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
1.6477,0.088672,0.44578
